0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
###################
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.003	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	
###################
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.003	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.003	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.003	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.003	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	
0.003	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	
0.003	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	
0.003	0.002	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	
###################
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.003	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.003	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.004	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.004	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	
0.004	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	
0.004	0.002	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	
0.004	0.002	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	
0.004	0.003	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	
###################
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.003	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.004	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.005	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.005	0.003	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	
0.005	0.003	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	
0.005	0.003	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	
0.005	0.003	0.002	0.001	0.001	0.001	0.000	0.000	0.000	0.000	
0.006	0.003	0.002	0.001	0.001	0.001	0.000	0.000	0.000	0.000	
###################
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.004	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.005	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.005	0.003	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	
0.006	0.003	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	
0.006	0.004	0.002	0.001	0.001	0.000	0.000	0.000	0.000	0.000	
0.006	0.004	0.002	0.002	0.001	0.001	0.000	0.000	0.000	0.000	
